iter	Logloss
201	0.3779011759
202	0.3777083883
203	0.3773822433
204	0.376797381
205	0.3764188133
206	0.3761233999
207	0.3758588518
208	0.3754702007
209	0.3751526146
210	0.3747590957
211	0.3745853247
212	0.3741686701
213	0.3739550471
214	0.3735914038
215	0.3733079193
216	0.3729650044
217	0.372509434
218	0.3723257401
219	0.37203367
220	0.3717739095
221	0.3715561408
222	0.3712659965
223	0.3709657955
224	0.3707105016
225	0.3702653355
226	0.3700114859
227	0.3697407595
228	0.3695665338
229	0.3693250143
230	0.3690864369
231	0.3688525134
232	0.3685504402
233	0.3683003886
234	0.3680491067
235	0.3678013018
236	0.3676030312
237	0.3672503807
238	0.3670349923
239	0.3667087404
240	0.3664611763
241	0.3662733367
242	0.3659940247
243	0.3657014731
244	0.3655308582
245	0.365287199
246	0.3651325784
247	0.3649325158
248	0.3647345393
249	0.3643558646
250	0.3641066422
251	0.3639426871
252	0.3636833545
253	0.3633160737
254	0.3630202057
255	0.3627504688
256	0.362602936
257	0.362345021
258	0.3621982371
259	0.361955407
260	0.3617625926
261	0.3615798616
262	0.3614063313
263	0.3610207293
264	0.3607907375
265	0.360516213
266	0.3603580886
267	0.3600021215
268	0.3598093071
269	0.3596136844
270	0.3594081655
271	0.3591717813
272	0.3590175619
273	0.3588249882
274	0.3585933114
275	0.3584119979
276	0.3582423191
277	0.3580112842
278	0.3578774722
279	0.3577556159
280	0.3574630644
281	0.3573078286
282	0.3570664161
283	0.3566734856
284	0.3563442648
285	0.3561432393
286	0.355988271
287	0.3558413801
288	0.355456313
289	0.3552313495
290	0.3549761626
291	0.3548487163
292	0.3546112622
293	0.354510696
294	0.354267117
295	0.3539966045
296	0.3536116444
297	0.3533680119
298	0.353204993
299	0.3530876033
300	0.3529651318
301	0.3527498504
302	0.3526126684
303	0.3522092801
304	0.3520297854
305	0.3517937489
306	0.3516816282
307	0.3513275334
308	0.3511337561
309	0.3509275685
310	0.3507841547
311	0.3504299528
312	0.3502434238
313	0.3500767406
314	0.3498933677
315	0.3497200514
316	0.3495338433
317	0.3493263987
318	0.3490903355
319	0.3488696781
320	0.3487118747
321	0.3484485302
322	0.3482388656
323	0.3480089808
324	0.3478064307
325	0.3475778565
326	0.3474206415
327	0.3471750833
328	0.3470060464
329	0.3468580856
330	0.3466027115
331	0.346434584
332	0.3462799366
333	0.3461530252
334	0.3459209472
335	0.3456700665
336	0.3455819106
337	0.345370454
338	0.3452081304
339	0.3450352955
340	0.3448432835
341	0.3447043363
342	0.3445775854
343	0.3444363379
344	0.3442266733
345	0.3439834421
346	0.3438251305
347	0.343673024
348	0.3434638944
349	0.3432662121
350	0.3431107356
351	0.342954537
352	0.3426401605
353	0.3425587179
354	0.3424018773
355	0.3422151076
356	0.3420559401
357	0.3417904826
358	0.3416590243
359	0.3414852801
360	0.3412002176
361	0.3409683803
362	0.3406524792
363	0.3405232676
364	0.3403690749
365	0.3401944481
366	0.3400760152
367	0.3399589198
368	0.3398371169
369	0.3396573547
370	0.3395414628
371	0.3394445876
372	0.339204031
373	0.3390249909
374	0.3389235688
375	0.3387346059
376	0.3385514737
377	0.3383873848
378	0.3381876164
379	0.33804447
380	0.3379674405
381	0.3377843083
382	0.337597913
383	0.3374519047
384	0.3372910522
385	0.3371820609
386	0.3370648049
387	0.3369130194
388	0.3366904363
389	0.3364311038
390	0.3362709467
391	0.3361692303
392	0.3360482299
393	0.3359381152
394	0.3358228117
395	0.3356795583
396	0.335352611
397	0.3351667506
398	0.3350542822
399	0.3349183841
400	0.3348284629
401	0.3347345832
402	0.334549766
403	0.3343855434
404	0.3342162391
405	0.3340492616
406	0.3339447904
407	0.3338268658
408	0.3336878115
409	0.3335157256
410	0.3333576012
411	0.3330600749
412	0.3328699084
413	0.3327170263
414	0.3325432018
415	0.3322711112
416	0.332097367
417	0.3319260299
418	0.3317442617
419	0.3315382079
420	0.3313676197
421	0.3310851516
422	0.3309703295
423	0.3308477243
424	0.3307492977
425	0.3305995182
426	0.3304420358
427	0.3302788028
428	0.3299815707
429	0.3297237359
430	0.32955724
431	0.3293175125
432	0.3290966947
433	0.3289956202
434	0.3287706567
435	0.3284754306
436	0.3283193389
437	0.328131954
438	0.3279336299
439	0.327791901
440	0.327492128
441	0.3273595196
442	0.3271935853
443	0.3271184281
444	0.3269133371
445	0.3266474517
446	0.3263643417
447	0.3260936954
448	0.3258809283
449	0.3257047234
450	0.3255442186
451	0.325385479
452	0.3252219519
453	0.3249961057
454	0.3248604483
455	0.3246894856
456	0.324456311
457	0.3243609603
458	0.3242007497
459	0.3239984136
460	0.3238481527
461	0.3236319085
462	0.3235237195
463	0.3234035749
464	0.3232418933
465	0.3229820526
466	0.3228366059
467	0.3227065117
468	0.3225687413
469	0.3223218726
470	0.3220566826
471	0.3218651252
472	0.3217429747
473	0.3215543862
474	0.3214081372
475	0.3212603637
476	0.3211378922
477	0.3209744453
478	0.3208406333
479	0.3207324711
480	0.3206356493
481	0.3204996709
482	0.3203610714
483	0.3201693001
484	0.3200183437
485	0.3198180671
486	0.3196024648
487	0.3193997008
488	0.3191797923
489	0.3190098728
490	0.3189061772
491	0.3187765912
492	0.3186561792
493	0.3185549443
494	0.3184002969
495	0.3182785208
496	0.3180306892
497	0.3178721101
498	0.3176390692
499	0.3175536949
500	0.317364518
501	0.3171335901
502	0.3169639648
503	0.3168728667
504	0.3166907241
505	0.316514011
506	0.3163558599
507	0.3161093388
508	0.3159252705
509	0.3157901212
510	0.3156157351
511	0.315491525
512	0.3152607308
513	0.3151347288
514	0.3149335963
515	0.3148256481
516	0.3146274577
517	0.3145041035
518	0.3143376878
519	0.3141714058
520	0.314050646
521	0.3137915007
522	0.3135995957
523	0.3134120236
524	0.313277115
525	0.3130087422
526	0.3128475152
527	0.3126715778
528	0.3124332411
529	0.3123084159
530	0.3121614715
531	0.3119600448
532	0.3118369046
533	0.3116501082
534	0.3115005159
535	0.311366276
536	0.3112278904
537	0.3110688566
538	0.3109299361
539	0.3107225985
540	0.3105199414
541	0.3104388198
542	0.3102986422
543	0.3101742449
544	0.3099882241
545	0.3097326896
546	0.3094741326
547	0.3093104183
548	0.309038087
549	0.3088996212
550	0.3087263049
551	0.308562751
552	0.3083585427
553	0.3082700925
554	0.3081508305
555	0.3079492166
556	0.3078136929
557	0.3076422756
558	0.3074885643
559	0.3073431177
560	0.3070976398
561	0.3069079012
562	0.306772217
563	0.3065777176
564	0.3064646341
565	0.3062975496
566	0.3061473689
567	0.3059389614
568	0.3057861596
569	0.3055794371
570	0.3053891636
571	0.3052518746
572	0.3051164846
573	0.3049345292
574	0.3048070829
575	0.3046410683
576	0.3044141256
577	0.3043157793
578	0.3041272711
579	0.3039268072
580	0.3037587065
581	0.3035937618
582	0.3034133042
583	0.303268018
584	0.3031194421
585	0.3029946704
586	0.3028661542
587	0.3026675091
588	0.3025060682
589	0.3023436377
590	0.3022214069
591	0.3021074407
592	0.3019790583
593	0.3018437752
594	0.301666554
595	0.3014976241
596	0.3012835463
597	0.3011483703
598	0.3010103592
599	0.3009318319
600	0.3007889529
601	0.3006756554
602	0.3004509594
603	0.3003141519
604	0.3002280286
605	0.3000970785
606	0.2999330165
607	0.2998121765
608	0.2996777761
609	0.2994776867
610	0.2992706165
611	0.2991718155
612	0.2989678479
613	0.2988980934
614	0.2988047754
615	0.2987280937
616	0.298637691
617	0.2984850496
618	0.2982297023
619	0.2981220215
620	0.2980016095
621	0.2978069229
622	0.2976199927
623	0.2975437121
624	0.2974075464
625	0.2972585426
626	0.2971460742
627	0.2970003334
628	0.2968702392
629	0.2967296604
630	0.2965767248
631	0.2964207401
632	0.2963418384
633	0.2961940381
634	0.2960270339
635	0.2958597088
636	0.2957098758
637	0.2955793001
638	0.2954867578
639	0.2953728184
640	0.2952139986
641	0.2951143684
642	0.2949736024
643	0.2948548754
644	0.2947171852
645	0.2945675662
646	0.294372933
647	0.2942555701
648	0.2940271028
649	0.293952534
650	0.2938710646
651	0.2936426241
652	0.2934643597
653	0.2933162385
654	0.2931381346
655	0.293058377
656	0.2929548419
657	0.292816911
658	0.2927078127
659	0.2925803396
660	0.2924278052
661	0.2922367026
662	0.2920223039
663	0.2918520902
664	0.2917091577
665	0.291575533
666	0.2913832535
667	0.2912755995
668	0.2910771951
669	0.2909583076
670	0.2907374095
671	0.2906226677
672	0.2904920386
673	0.290379276
674	0.2902384832
675	0.2900782726
676	0.2899609632
677	0.2897176249
678	0.2895922648
679	0.2894699805
680	0.2893506116
681	0.2892516234
682	0.2891235352
683	0.2890175929
684	0.2889021824
685	0.2887310861
686	0.2885994406
687	0.2884721547
688	0.2883207437
689	0.288228549
690	0.2880519964
691	0.2878766206
692	0.2877240327
693	0.2875640628
694	0.2874697017
695	0.2873453312
696	0.2872371958
697	0.2870709673
698	0.2869049259
699	0.2867779878
700	0.2866444701
701	0.2865186018
702	0.2864325855
703	0.2862437831
704	0.2861615916
705	0.2860031997
706	0.2858449416
707	0.2856220911
708	0.2854747187
709	0.2853690439
710	0.2852133802
711	0.2851077856
712	0.2849887644
713	0.284854364
714	0.2846657755
715	0.2845557143
716	0.2843435356
717	0.284220128
718	0.2840796027
719	0.2839630421
720	0.2838271439
721	0.283645884
722	0.2834488437
723	0.2833688186
724	0.2832702048
725	0.283030932
726	0.2828790663
727	0.2826851286
728	0.2824764268
729	0.2823819588
730	0.2822447233
731	0.2821443977
732	0.2820506518
733	0.2818987058
734	0.2817444597
735	0.2815817616
736	0.281397827
737	0.2812709156
738	0.2811450473
739	0.2810043883
740	0.2809010672
741	0.2808084714
742	0.2807216527
743	0.2806127684
744	0.2804825404
745	0.2802388277
746	0.2801013515
747	0.2800490892
748	0.2799583121
749	0.2797788709
750	0.2796274063
751	0.2794614185
752	0.2793666562
753	0.279179619
754	0.2790853382
755	0.2788819322
756	0.2786713583
757	0.2785905041
758	0.2785358345
759	0.2783889971
760	0.2781868482
761	0.2780357581
762	0.2778718298
763	0.2778097783
764	0.2775726987
765	0.2774417486
766	0.2773147035
767	0.277190226
768	0.2770016108
769	0.2769285398
770	0.2768014411
771	0.2766502708
772	0.2764551027
773	0.2763605812
774	0.2762627698
775	0.276153404
776	0.2759966971
777	0.2759319442
778	0.2758031071
779	0.2757001872
780	0.2755954752
781	0.275498493
782	0.2753310341
783	0.2751115804
784	0.2749486952
785	0.2748925011
786	0.2748072338
787	0.2747100375
788	0.274564377
789	0.2744550914
790	0.2742592547
791	0.2741268603
792	0.2739772412
793	0.2738209891
794	0.2736777357
795	0.2735795498
796	0.2734941488
797	0.2734163971
798	0.2733262352
799	0.273228932
800	0.2731358815
801	0.2730036208
802	0.2729073072
803	0.2727890616
804	0.2726059562
805	0.2724908934
806	0.2723289443
807	0.2722092544
808	0.2720733027
809	0.2719322425
810	0.2718094501
811	0.2716828864
812	0.2714925594
813	0.2712973646
814	0.2711903792
815	0.2710734442
816	0.2708869419
817	0.2707793414
818	0.2706596782
819	0.270511236
820	0.2704223847
821	0.2703077766
822	0.2701333102
823	0.2700333859
824	0.2699441601
825	0.2697393098
826	0.2695915363
827	0.2694905688
828	0.2693526914
829	0.2692133697
830	0.2691237962
831	0.2690178272
832	0.2688986187
833	0.2688462494
834	0.2686601751
835	0.2684855749
836	0.2684027683
837	0.2682686086
838	0.2681735521
839	0.2680910931
840	0.2680110948
841	0.2679225109
842	0.2677725174
843	0.2676461142
844	0.2675280024
845	0.2674428152
846	0.2672650858
847	0.2671621926
848	0.2670126003
849	0.266824841
850	0.2666826039
851	0.2665828133
852	0.2664595127
853	0.2663730417
854	0.2663102413
855	0.2662096751
856	0.2661203155
857	0.2660143198
858	0.2658986151
859	0.2657484879
860	0.2656339065
861	0.265516811
862	0.265407365
863	0.2652421528
864	0.2650385329
865	0.2649393842
866	0.2648723044
867	0.2647557438
868	0.264667053
869	0.2645778272
870	0.2644630318
871	0.2643503495
872	0.2642216728
873	0.2639322239
874	0.2637712644
875	0.2636712331
876	0.26362769
877	0.2635093642
878	0.2634002926
879	0.2632639933
880	0.2631035152
881	0.2629776469
882	0.2628828044
883	0.2628168746
884	0.2626846675
885	0.262571156
886	0.2624388686
887	0.2623081324
888	0.2621934976
889	0.2620458043
890	0.2619536364
891	0.2617462987
892	0.2616665679
893	0.2614286859
894	0.2613424022
895	0.2611801856
896	0.2610778809
897	0.2610203762
898	0.2608505369
899	0.2607248024
900	0.2606343462
901	0.2605225733
902	0.260438456
903	0.2603509687
904	0.2602686167
905	0.2601732125
906	0.2600621885
907	0.2598948633
908	0.2598103449
909	0.2597017012
910	0.2596101218
911	0.2595722757
912	0.2594961823
913	0.2593663556
914	0.2592794032
915	0.2591522778
916	0.2589765544
917	0.2588684991
918	0.2587765987
919	0.2586760859
920	0.2585394121
921	0.258435877
922	0.2583065317
923	0.2581973531
924	0.2581652308
925	0.2580659484
926	0.2579943484
927	0.2578709675
928	0.2577944195
929	0.2576684709
930	0.2575903181
931	0.2575226231
932	0.2573676281
933	0.2572510942
934	0.2571093386
935	0.2570293938
936	0.2569437788
937	0.2568021301
938	0.2566988892
939	0.2566007836
940	0.2565144464
941	0.2564386741
942	0.2562753341
943	0.2562013003
944	0.2559773799
945	0.255879622
946	0.2557208289
947	0.2556133621
948	0.2555367606
949	0.25541124
950	0.255281333
951	0.2551902885
952	0.2551189827
953	0.2550197003
954	0.2549227448
955	0.254820975
956	0.2547421535
957	0.2546322528
958	0.2545155317
959	0.2544765623
960	0.2543682663
961	0.2543058404
962	0.2542496998
963	0.2541060987
964	0.2540190661
965	0.2539510501
966	0.2537983552
967	0.2537285473
968	0.2536503945
969	0.2535064457
970	0.2533424371
971	0.2532324561
972	0.2530861804
973	0.2529853199
974	0.2529382998
975	0.2528038192
976	0.2527217882
977	0.2526518465
978	0.2525559073
979	0.2524748124
980	0.2524004576
981	0.2523032614
982	0.2521462336
983	0.2520454266
984	0.2519525901
985	0.2518598338
986	0.2517555498
987	0.2516296815
988	0.251558242
989	0.2514822021
990	0.2513631007
991	0.2512487065
992	0.2511575015
993	0.251057069
994	0.2509616915
995	0.2508610985
996	0.2507452334
997	0.250637927
998	0.2505428438
999	0.250457202
